Title,Link,Description,Date
Le Pen’s anti-Islamism and support of Israel seen as attempt to obscure antisemitic past,https://www.theguardian.com/world/2023/nov/06/marine-le-pens-support-of-israel-seen-as-move-away-from-partys-antisemitic-past,"<p>As antisemitic incidents rise in France, far right leader’s party is promising to protect French Jews from Islamism</p><p>The French far-right leader Marine Le Pen’s support of Israel in the wake of the Hamas attacks is being seen as part of a long-running drive to move her National Rally party away from its toxic, antisemitic past before a run for the presidency in 2027.</p><p>National Rally, which is the <a href=""https://www.theguardian.com/world/2023/jan/11/france-far-right-le-pen-2027-sanitise-image"">biggest opposition party</a> in the French parliament and is <a href=""https://www.euractiv.fr/section/elections/news/europeennes-2024-le-rassemblement-national-progresse-et-domine-le-scrutin/"">polling</a> ahead of Emmanuel Macron’s centrists for next year’s European elections, has firmly supported Israel’s right to defend itself since the Hamas attacks on 7 October and the ensuing bombardment of Gaza.</p> <a href=""https://www.theguardian.com/world/2023/nov/06/marine-le-pens-support-of-israel-seen-as-move-away-from-partys-antisemitic-past"">Continue reading...</a>",2023-11-06 10:12:37
Scientists name eight measures that can slow ageing by up to six years,https://www.theguardian.com/science/2023/nov/06/scientists-name-eight-measures-that-can-slow-ageing-by-up-to-six-years,"<p>Measures including healthy sleep and regular exercise may slow pace of body’s biological ageing</p><p>Scientists have named eight health measures that can slow the body’s ageing process by six years.</p><p>Keeping body weight, blood sugar, cholesterol and blood pressure in check while maintaining healthy sleep and eating regimes, doing regular physical activity and not smoking may slow the ageing process by around six years, US experts say.</p><p>Eat a healthy diet</p><p>Be more active</p><p>Quit smoking</p><p>Get healthy sleep</p><p>Maintain a healthy weight</p><p>Control cholesterol</p><p>Watch blood sugar</p><p>Manage blood pressure</p> <a href=""https://www.theguardian.com/science/2023/nov/06/scientists-name-eight-measures-that-can-slow-ageing-by-up-to-six-years"">Continue reading...</a>",2023-11-06 10:04:09
Donald Trump expected to appear in $250m civil fraud trial in New York,https://www.theguardian.com/us-news/2023/nov/06/donald-trump-expected-to-appear-in-250m-civil-trial-in-new-york,"<p>Ex-president’s appearance will follow testimony of his sons Eric and Donald Jr, who claimed ignorance last week about finances</p><ul><li><a href=""https://www.theguardian.com/us-news/live/2023/nov/06/donald-trump-testify-civil-fraud-trial-latest-updates"">Trump testifies at fraud trial – live updates</a></li></ul><p>Donald Trump is set to appear at the Manhattan federal courthouse today where he will testify as a defendant in his $250m civil fraud lawsuit.</p><p>The lawsuit was brought forth by the New York attorney general, Letitia James, who is accusing Trump and several top executives – including his eldest sons – from the Trump Organization of fraudulently inflating the value of the former president’s properties to secure better loans from banks.</p> <a href=""https://www.theguardian.com/us-news/2023/nov/06/donald-trump-expected-to-appear-in-250m-civil-trial-in-new-york"">Continue reading...</a>",2023-11-06 10:00:35
The flat tummy myth: why bloating can be good for you – and when it’s time to worry,https://www.theguardian.com/lifeandstyle/2023/nov/06/the-flat-tummy-myth-why-bloating-can-be-good-for-you-and-when-its-time-to-worry,"<p>The wellness world is awash with pills and potions promising to banish ‘bloat’. But do they work – and do we even need them in the first place?</p><p>Yet another advert for an anti-bloating health supplement has popped up on my Instagram feed. Like many others, it shows a skinny young woman furrowing her brow while patting her distended midriff. The intended optics seem to be that a subscription to this tastefully packaged product would restore one’s ability to wear a crop top and leggings without cause to frown.</p><p>While anyone with irritable bowel syndrome (IBS) or any other inflammatory gut conditions knows that bloating and its frequent bedfellow distension can feel far more unpleasant than this ad looks, the array of anti-bloat powders and pills jostling for attention on social media has ballooned. As public understanding of <a href=""https://www.theguardian.com/society/2021/jul/11/unlocking-the-gut-microbiome-and-its-massive-significance-to-our-health"" title="""">the vast influence of gut health</a> has grown, so has the global market for digestive supplements, which is projected to be <a href=""https://www.futuremarketinsights.com/reports/digestive-health-supplements-market"" title="""">worth £24.3bn</a> within a decade. But how can consumers possibly know if any of these concoctions of herbal remedies, digestive enzymes and live microbes will have a positive, negative or zero effect on their tummies?</p> <a href=""https://www.theguardian.com/lifeandstyle/2023/nov/06/the-flat-tummy-myth-why-bloating-can-be-good-for-you-and-when-its-time-to-worry"">Continue reading...</a>",2023-11-06 10:00:34
Weather Tracker: Unseasonal cold air brings widespread snowfall to China,https://www.theguardian.com/environment/2023/nov/06/weather-tracker-unseasonal-cold-air-brings-widespread-snowfall-to-china,"<p>Clear skies accompanying snow cover is driving down temperatures across north-east of country</p><p>Low pressure developed across eastern China on Sunday, tracking across the northern coast of the Sea of Japan on Monday. On the west side of this low, an unseasonably cold air mass was drawn south across north-eastern China, resulting in a broad area of significant snowfall.</p><p>More than 30cm of snow is expected across higher parts of the Chinese provinces of Inner Mongolia, Jilin and Heilongjiang. Clear skies accompanying the widespread snow cover will lead to temperatures dropping significantly below normal on Tuesday.</p> <a href=""https://www.theguardian.com/environment/2023/nov/06/weather-tracker-unseasonal-cold-air-brings-widespread-snowfall-to-china"">Continue reading...</a>",2023-11-06 09:57:24
‘Worst weekend’: Wolff wants change after ‘unacceptable’ Mercedes F1 display,https://www.theguardian.com/sport/2023/nov/06/mercedes-unacceptable-display-proves-big-changes-are-needed-says-toto-wolff,"<ul><li>Former world champions perform terribly at Brazilian GP</li><li>‘This proves we need a different car’ says team principal Wolff</li></ul><p>Toto Wolff has said Mercedes’ worst performance on his watch as team principal proves the team must make wholesale design changes for next season.</p><p>Lewis Hamilton finished eighth at <a href=""https://www.theguardian.com/sport/2023/nov/05/max-verstappen-brazilian-grand-prix-report-norris-alonso"">Sunday’s Brazilian Grand Prix</a>, more than a minute behind race winner Max Verstappen, while George Russell retired with an engine failure while running in 11th. Far from being any closer to Verstappen’s all-conquering Red Bull, Mercedes were slower than McLaren, Aston Martin, Ferrari and the mid-table Alpine team in São Paulo, with Pierre Gasly embarrassing the former world champions by batting Hamilton and Russell aside.</p> <a href=""https://www.theguardian.com/sport/2023/nov/06/mercedes-unacceptable-display-proves-big-changes-are-needed-says-toto-wolff"">Continue reading...</a>",2023-11-06 09:56:20
God is a DJ: the Jesuit priest who runs avant garde electronica nights,https://www.theguardian.com/music/2023/nov/06/god-is-a-dj-the-jesuit-priest-who-runs-avant-garde-electronica-nights,"<p>Father Antonio Pileggi is a former composer who found his calling running a festival dedicated to ethereal and spiritual expressions of electronic, ambient and experimental music</p><p>On a windy evening in late October, Father Antonio Pileggi’s flock are queuing up under the portico of the 15th-century Jesuit church on Milan’s San Fedele Square. The theme of tonight’s congregation at the San Fedele Cultural Centre, however, is not evangelism but electronic noise.</p><p>The 57-year-old Jesuit priest, a tall and thin figure with a crucifix around his neck, is presenting an evening of music by experimental electronic composers Maryanne Amacher and Tim Hecker, a Canadian whose ambient instrumentals veer between bliss and terror. The worshippers, silently seating themselves inside the newly renovated auditorium, are university students, electronic music fans and metalheads. Next month, Pileggi will host a concert by Nine Inch Nails’ keyboardist Alessandro Cortini, who will play on a self-designed Strega synthesizer.</p> <a href=""https://www.theguardian.com/music/2023/nov/06/god-is-a-dj-the-jesuit-priest-who-runs-avant-garde-electronica-nights"">Continue reading...</a>",2023-11-06 09:30:17
A Forgotten Man review – watchable account of central figure in Swiss wartime guilt,https://www.theguardian.com/film/2023/nov/06/a-forgotten-man-review-watchable-account-of-central-figure-in-swiss-wartime-guilt,"<p>Laurent Nègre’s stagey film is also a free adaptation of Thomas Hürlimann’s play on the same subject, and may have worked better in the theatre</p><p>Switzerland’s strange postwar burden of quasi-collaborator-guilt, with all its symptoms of evasion and denial, is the theme of this intimately presented black-and-white movie from writer-director Laurent Nègre. It is inspired by the real-life case of <a href=""https://en.wikipedia.org/wiki/Hans_Fr%C3%B6licher"">Hans Frölicher</a>, the Swiss ambassador to Nazi Germany from 1938 to the end of the war, much approved of by the Nazi elite due to his submissive pro-German loyalty. It is also a free adaptation of The Envoy, Thomas Hürlimann’s stage-play on the same subject.</p><p>Michael Neuenschwander plays the ambassador, here fictionalised as Heinrich Zwygart; he returns to Switzerland and his handsome family estate in 1945, a haggard and haunted figure with a drink problem, yet outwardly fiercely correct as befits a Swiss public figure and civil servant. Sensing that he might be made the scapegoat for Switzerland’s embarrassment, he has a new plan to prove his enduring patriotism by being as sycophantic to the Americans as he was to the Germans.</p> <a href=""https://www.theguardian.com/film/2023/nov/06/a-forgotten-man-review-watchable-account-of-central-figure-in-swiss-wartime-guilt"">Continue reading...</a>",2023-11-06 09:00:32
Israel and Hamas at war: what we know on day 31,https://www.theguardian.com/world/2023/nov/06/israel-and-hamas-at-war-what-we-know-on-day-31,"<p>Israel’s military says it has divided Gaza Strip into two; Blinken heads to Turkey after unannounced visits to West Bank, Cyprus and Iraq</p><ul><li><a href=""https://www.theguardian.com/world/live/2023/nov/05/israel-hamas-war-live-dozens-killed-in-strike-on-gaza-refugee-camp-say-palestinians-protests-around-world-demand-ceasefire?filterKeyEvents=false&amp;page=with:block-65481da08f08af73b5ca93c5#block-65481da08f08af73b5ca93c5"">Israel-Hamas war: live updates</a></li><li><a href=""https://www.theguardian.com/world/2023/nov/03/israel-and-palestine-a-complete-guide-to-the-crisis"">Israel and Palestine: a complete guide to the crisis</a></li></ul> <a href=""https://www.theguardian.com/world/2023/nov/06/israel-and-hamas-at-war-what-we-know-on-day-31"">Continue reading...</a>",2023-11-06 08:43:01
Ryanair to reward shareholders as it heads for record profits after fares rise,https://www.theguardian.com/business/2023/nov/06/ryanair-shareholders-profits-fares-dividends,"<p>Airline to pay regular dividends as finance boss says consumers are going to continue spending</p><ul><li><a href=""https://www.theguardian.com/business/live/2023/nov/06/uk-car-sales-rise-supply-chain-problems-construction-housebuilding-business-live"">Business live – latest updates</a></li></ul><p>Ryanair is to hand its shareholders regular payouts for the first time after soaring air fares put the airline on track to make record profits.</p><p>The budget carrier said it expected to notch up profits of between €1.85bn (£1.6bn) and €2.05bn in the financial year to the end of March, far outstripping its previous highest profit of €1.45bn in 2018.</p> <a href=""https://www.theguardian.com/business/2023/nov/06/ryanair-shareholders-profits-fares-dividends"">Continue reading...</a>",2023-11-06 08:39:55
Why are Republicans still supporting Donald Trump? - video,https://www.theguardian.com/us-news/video/2023/nov/06/why-are-republicans-still-supporting-donald-trump-video,"<p>Despite facing multiple criminal charges, Donald Trump remains the frontrunner in the 2024 Republican presidential primary. But in South Carolina, a traditionally conservative southern state, a split is opening up between Trump loyalists and more moderate Republicans who are fearful of what their party has become. The Guardian’s <strong>Oliver Laughland</strong> and <strong>Tom Silverstone</strong> investigate</p> <a href=""https://www.theguardian.com/us-news/video/2023/nov/06/why-are-republicans-still-supporting-donald-trump-video"">Continue reading...</a>",2023-11-06 08:09:41
"A California town was leveled by a wildfire. Three years on, it feels the world has forgotten",https://www.theguardian.com/world/2023/nov/06/california-wildfire-berry-creek-climate-crisis,"<p>Berry Creek’s struggle to recover is a harbinger of what’s to come in the era of climate crisis</p><p>An eight-mile wall of flames. Nearly 200,000 acres burned in 24 hours. Sixteen deaths.</p><p>In any other modern decade, the events that unfolded in and around Berry Creek, California, in 2020 would have stood apart for their sheer devastation.</p> <a href=""https://www.theguardian.com/world/2023/nov/06/california-wildfire-berry-creek-climate-crisis"">Continue reading...</a>",2023-11-06 08:08:31
‘What if women ruled the world?’ Judy Chicago’s latest show feels very timely,https://www.theguardian.com/artanddesign/2023/nov/06/women-ruled-world-judy-chicago-herstory-covid,"<p>The great artist has brought together 500 years of artworks by women and placed them under flags questioning male dominance. Given the revelations of the Covid inquiry, they feel sadly urgent</p><p>‘What if women ruled the world?” asks Judy Chicago. The words are emblazoned on a colossal, medieval-esque tapestry in <a href=""https://www.newmuseum.org/exhibitions/view/judy-chicago-herstory"">Herstory</a>, her exhibition at the New Museum in New York. The tapestry is set up like an altarpiece and forms the backdrop to an almost 1,000-year-old illuminated manuscript by the composer, artist, mystic and visionary Hildegard of Bingen. A woman with a wild amount of freedom for her time, Hildegard was able to speak publicly and correspond with the pope. Chicago’s question looms large and is, somehow, still surprising.</p><p>Formerly Judy Gerowitz – she renounced her married name in favour of the city of her birth – Chicago has been a formidable force in feminist art for six decades. Told by her professors in the late 1950s and early 60s that women’s contribution to European history was “none”, she took it upon herself to track down volumes of books by and about leading women in a variety of professions.</p> <a href=""https://www.theguardian.com/artanddesign/2023/nov/06/women-ruled-world-judy-chicago-herstory-covid"">Continue reading...</a>",2023-11-06 08:00:32
Talking Horses: Big Evs leads the way for European stars at Breeders’ Cup,https://www.theguardian.com/sport/2023/nov/06/talking-horses-big-evs-breeders-cup-horse-racing,"<p>Five wins from seven turf races was an invaluable contribution for the British and Irish racing ecosystems at the US spectacle</p><p>It will not garner anything like the acclaim and attention that Europe’s Ryder Cup team enjoyed when they thrashed the Americans in September, but five wins from the seven turf races at the 2023 Breeders’ Cup over the weekend was an impressive return. Around £4.2m in win prize money alone will find its way back into the British and Irish racing ecosystems, and while it is undoubtedly true that most of the winning owners are not exactly strapped for cash, <a href=""https://www.theguardian.com/sport/2023/nov/04/breeders-cup-2023-big-evs-gives-appleby-and-europeans-perfect-start"" title="""">the success of Big Evs</a> in Friday’s Juvenile Turf Sprint was very much one for the little guys.</p><p>And putting money to one side, most of the European stars, both human and equine, performed up to their very best, making an essential and invaluable contribution to the spectacle. Mawj, <a href=""https://www.theguardian.com/sport/2023/may/07/mawj-oisin-murphy-saeed-bin-suroor-1000-guineas"" title="""">the 1,000 Guineas winner</a>, got a great ride from Oisin Murphy in the Mile before being nailed on the line by an even better ride by William Buick on Master Of The Seas. Likewise, Warm Heart, in the Filly &amp; Mare Turf, did everything right before Frankie Dettori and Inspiral closed her down.</p> <a href=""https://www.theguardian.com/sport/2023/nov/06/talking-horses-big-evs-breeders-cup-horse-racing"">Continue reading...</a>",2023-11-06 08:00:32
Swapping books for audiobooks has reignited my love of literature | Verity Babbs,https://www.theguardian.com/commentisfree/2023/nov/06/swapping-books-for-audiobooks-literature,"<p>The prospect of reading a book filled me with anxiety and shame. But an ADHD diagnosis changed everything</p><p>I have a library of <a href=""https://www.theguardian.com/books/2020/sep/18/why-im-addicted-to-self-help-books"">self-help books</a> on the shelf in my living room. Dozens of books that promise to solve any personal issue, earn me millions and declutter my life. None of them have been read beyond the first five pages, but it’s nice to know the answers are there, I guess.</p><p>Each book I have ever bought has received the same treatment. I read the introduction as part of a new “no screens after 9pm” routine that I am going to commit to for life, I smugly put it down on my bedside table, and then a month later I put it back on the shelf after it has served its purpose as a coaster.</p><p>Verity Babbs is an art critic, presenter, and host of Art Laughs art-themed comedy nights</p> <a href=""https://www.theguardian.com/commentisfree/2023/nov/06/swapping-books-for-audiobooks-literature"">Continue reading...</a>",2023-11-06 08:00:31
Is using a straw to apply foundation and blusher a good idea?,https://www.theguardian.com/lifeandstyle/2023/nov/06/is-using-a-straw-to-apply-foundation-and-blusher-a-good-idea,"<p>Can a drinking straw really help you perfect your contouring? </p><p><strong>The hack</strong><br />Using the end of a straw <a href=""https://www.tiktok.com/@sydneypurl/video/7216804289577078022"" title="""">to contour your face</a>.</p><p><strong>The test</strong><br />I try to keep an open mind before trying these beauty hacks but, honestly, this one truly baffles me. Even if you’re somebody who “contours” regularly – using foundation, concealer, blush and darker contouring product or bronzer to create more shadow and depth to the face – this makes zero sense.</p> <a href=""https://www.theguardian.com/lifeandstyle/2023/nov/06/is-using-a-straw-to-apply-foundation-and-blusher-a-good-idea"">Continue reading...</a>",2023-11-06 08:00:31
First to 21st: a woman and her son through the years – in pictures,https://www.theguardian.com/artanddesign/gallery/2023/nov/06/first-to-21st-a-woman-and-her-son-through-the-years-in-pictures,"<p>Zoe Norfolk won a silver award at the <a href=""https://www.theguardian.com/culture/gallery/2023/oct/04/a-feast-of-photography-the-aop-awards-2023"">AOP Awards 2023</a> for Every Year I Take a Photo, a collection of self-portraits of her and her son, William, taken on his first to 21st birthdays</p> <a href=""https://www.theguardian.com/artanddesign/gallery/2023/nov/06/first-to-21st-a-woman-and-her-son-through-the-years-in-pictures"">Continue reading...</a>",2023-11-06 07:59:26
Bose QuietComfort Ultra headphones review: supreme comfort and noise cancelling,https://www.theguardian.com/technology/2023/nov/06/bose-quietcomfort-ultra-headphones-review-supreme-comfort-and-noise-cancelling,"<p>Commuter favourite gets premium upgrade with immersive sound and better Bluetooth – but huge price tag</p><p>Bose’s latest top of the range headphones break new ground with a more premium look, advanced connectivity, immersive spatial audio and a supremely comfortable design. And a hefty price tag.</p><p>The QuietComfort Ultra headphones cost an eye-watering £450 (€500/$429/A$649) making them the most expensive Bose models to date, replacing the previous top-of-the-line £350 <a href=""https://www.theguardian.com/technology/2019/sep/16/bose-noise-cancelling-headphones-700-review-less-business-more-modern-design"">NCH700 from 2019</a>. They join the ranks of ultra premium headphones alongside Apple’s £500 <a href=""https://www.theguardian.com/technology/2020/dec/21/apple-airpods-max-review-bluetooth-noise-cancelling-headphones-sound-price"">AirPods Max</a> and B&amp;W’s £599 Px8.</p> <a href=""https://www.theguardian.com/technology/2023/nov/06/bose-quietcomfort-ultra-headphones-review-supreme-comfort-and-noise-cancelling"">Continue reading...</a>",2023-11-06 07:00:32
"How do you memorialise the horrors of war? In Ukraine, it happens quickly, and with love | Charlotte Higgins",https://www.theguardian.com/commentisfree/2023/nov/06/memorialise-horrors-of-war-in-ukraine-artists-engineers,"<p>Amid the destruction, people are working with artists and engineers to honour their sorrow and ensure we don’t forget</p><p>In Shevchenko City Garden, in Kharkiv, eastern Ukraine, there is a new memorial to the children killed by invading Russians. Officially unveiled this summer by the first lady, Olena Zelenska, the bronze assemblage depicts a young boy and girl in the guise of angels, apparently embarking on a winged ascent to heaven. To my taste, it is a triumph of kitsch, whose sentimentality is out of step with the profound tragedies it commemorates. Still, when I visited, little offerings of toys had been left at the statue’s base: evidence that many people disagreed, and found it a useful focus of contemplation.</p><p>Ukraine’s landscape of memory is in a state of flux. On one hand, history is being rapidly reassessed. While many public sculptures in the capital and other cities are <a href=""https://www.theguardian.com/world/2022/oct/18/sandbag-sculpture-kyiv-shielding-statues-from-russian-bombs"">sandbagged</a> and protected from missiles, <em>Pushkinopad</em>, or Pushkin-fall, is the name given to the <a href=""https://www.theguardian.com/world/2023/may/05/monuments-to-russia-national-poet-pushkin-under-threat-in-ukraine"">steady removal</a> of statues of the Russian poet from Ukrainian streets and squares. Over the past century, the author of Eugene Onegin has been so thoroughly appropriated as a metonym for the <em>Russkiy mir</em>, or Russian political and cultural space, and so consistently instrumentalised as a marker of Russian power and influence, that he has fallen foul of new Ukrainian decolonisation laws. Pushkin Park in Kyiv, for instance, is now Ivan Bahrianyi Park, named after the 20th-century Ukrainian novelist and dissident.</p> <a href=""https://www.theguardian.com/commentisfree/2023/nov/06/memorialise-horrors-of-war-in-ukraine-artists-engineers"">Continue reading...</a>",2023-11-06 07:00:32
Tampon that tests for STIs created by British startup,https://www.theguardian.com/society/2023/nov/06/uk-company-repurposes-tampons-sti-test-kits-daye-sexually-transmitted-disease,"<p>Daye’s product doubles as PCR test for chlamydia, gonorrhoea and other common infections</p><p>A tampon is being repurposed to screen for sexually transmitted infections, with the at-home test aiming to encourage more women to seek treatment.</p><p>The gynaecological health startup Daye has launched an STI diagnostic tampon, which uses a polymerase chain reaction (PCR) test to check for chlamydia, gonorrhoea, trichomonas, mycoplasma and ureaplasma, with the tampon used in place of a swab or speculum.</p> <a href=""https://www.theguardian.com/society/2023/nov/06/uk-company-repurposes-tampons-sti-test-kits-daye-sexually-transmitted-disease"">Continue reading...</a>",2023-11-06 07:00:32
"A new start after 60: I’ve been an accountant, a sailor, a goat breeder … now I’m a counsellor",https://www.theguardian.com/lifeandstyle/2023/nov/06/a-new-start-after-60-ive-been-an-accountant-a-sailor-a-goat-breeder-now-im-a-counsellor,"<p>After a difficult childhood, three marriages and bereavement, there’s no denying 79-year-old Morag Chisholm brings plenty of life experience to her job</p><p>Morag Chisholm was 67 when she completed an MA in relationship therapy and began to work as a counsellor. “The wonderful thing was that at no point did anyone suggest I was too old,” she says. “I could use all the knowledge, life experience and wisdom accumulated over the years to benefit others.”</p><p>Chisholm, who works for <a href=""https://www.relationships-scotland.org.uk/find-a-local-service/counselling-services/dumfries-galloway"" title="""">Relationships Scotland</a> in Dumfries and Galloway, will turn 80 in December and still has clients. As well as the degree, her inventory of “what I have done since 60” includes a divorce and a marriage, followed by bereavement when her third husband died four years ago of cancer.</p> <a href=""https://www.theguardian.com/lifeandstyle/2023/nov/06/a-new-start-after-60-ive-been-an-accountant-a-sailor-a-goat-breeder-now-im-a-counsellor"">Continue reading...</a>",2023-11-06 07:00:31
How to rebuild your career after redundancy,https://www.theguardian.com/money/2023/nov/06/how-to-rebuild-your-career-after-redundancy,"<p>Work out what you need, then follow a network map to get to your ideal destination</p><p>Redundancy can be distressing, bringing with it the shock of uncertainty, rejection and even a kind of grief. But it can also bring opportunities for change. We look at how to get back on track after losing your job.</p> <a href=""https://www.theguardian.com/money/2023/nov/06/how-to-rebuild-your-career-after-redundancy"">Continue reading...</a>",2023-11-06 07:00:31
Unregulated AI meets a trampoline without a net: Edith Pritchett’s week in Venn diagrams – cartoon,https://www.theguardian.com/lifeandstyle/picture/2023/nov/06/unregulated-ai-meets-a-trampoline-without-a-net-edith-pritchetts-week-in-venn-diagrams-cartoon,"<a href=""https://www.theguardian.com/lifeandstyle/picture/2023/nov/06/unregulated-ai-meets-a-trampoline-without-a-net-edith-pritchetts-week-in-venn-diagrams-cartoon"">Continue reading...</a>",2023-11-06 06:00:30
"Pro-Palestine rallies aren’t ‘hate marches’ – they’re an expression of solidarity, helplessness and frustration | Nesrine Malik",https://www.theguardian.com/commentisfree/2023/nov/06/pro-palestine-rallies-hate-marches-solidarity-helplessness-frustration,"<p>Some will understandably be wary of these marches, but people feel so strongly about this issue for many reasons</p><p>As the streets fill with ever-increasing numbers of pro-Palestine supporters – and with a large protest <a href=""https://www.theguardian.com/world/2023/nov/03/rishi-sunak-calls-armistice-day-pro-palestinian-protests-disrespectful"">planned in central London</a> next weekend – British politicians and commentators are coming up with new ways of describing what is happening: from “hate marches”, in <a href=""https://www.theguardian.com/politics/2023/oct/30/uk-ministers-cobra-meeting-terrorism-threat-israel-hamas-conflict-suella-braverman"">the words of</a> home secretary Suella Braverman, to empty displays of “virtue signalling”. The prime minister, Rishi Sunak, has already called next weekend’s march, which coincides with Armistice Day, “provocative and disrespectful”. But each attempt to cast this movement as menacing is really a refusal to try to understand what is going on. The truth is that a large number of people in Britain can feel strongly about the situation in Gaza while not being “obsessed” with Palestine or motivated by terrorist sympathies.</p><p>Some will be wary of these marches in good faith, and understandably so. Reported antisemitic hate incidents in Britain <a href=""https://www.theguardian.com/news/2023/nov/03/record-number-hate-incidents-british-jews-reported-hamas-attacks"">are rising</a>, and Hamas’s 7 October atrocities have shaken a Jewish diaspora, which saw its mourning immediately eclipsed by sympathy for Gaza. Support for Palestine might seem suspect from a public that does not turn out for many other similar causes. Why does this one issue bring so many out on to the streets, when so many other injustices around the world are met with silence?</p><p>Nesrine Malik is a Guardian columnist</p><p><em><strong>Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in our<a href=""https://www.theguardian.com/tone/letters""> letters</a> section, please <a href=""mailto:guardian.letters@theguardian.com?body=Please%20include%20your%20name,%20full%20postal%20address%20and%20phone%20number%20with%20your%20letter%20below.%20Letters%20are%20usually%20published%20with%20the%20author%27s%20name%20and%20city/town/village.%20The%20rest%20of%20the%20information%20is%20for%20verification%20only%20and%20to%20contact%20you%20where%20necessary."">click here</a>.</strong></em></p> <a href=""https://www.theguardian.com/commentisfree/2023/nov/06/pro-palestine-rallies-hate-marches-solidarity-helplessness-frustration"">Continue reading...</a>",2023-11-06 06:00:29
"Beef, soy and palm oil products linked to deforestation still imported into UK",https://www.theguardian.com/environment/2023/nov/06/beef-soy-palm-oil-products-deforestation-imported-uk-climate,"<p>Campaigners accuse government of failing to stick to promises made at Cop26 climate summit in 2021</p><ul><li><a href=""https://www.theguardian.com/politics/live/2023/nov/03/labour-keir-starmer-ceasefire-israel-hamas-gaza-rishi-sunak-grant-shapps-uk-politics-latest"">UK politics live – latest updates</a></li></ul><p>Beef, soy and palm oil products driving deforestation are still being imported into the UK, despite <a href=""https://www.theguardian.com/environment/2020/aug/25/uk-sets-out-law-to-curb-illegal-deforestation-and-protect-rainforests"">government promises</a> this practice would end, data has revealed.</p><p>Campaigners have criticised the Department for Environment, Food and Rural Affairs (Defra) for failing to put practices in place to stop the import of goods from areas with high deforestation rates. This is despite the government having promised at the Cop26 climate conference in 2021 to implement the rules.</p> <a href=""https://www.theguardian.com/environment/2023/nov/06/beef-soy-palm-oil-products-deforestation-imported-uk-climate"">Continue reading...</a>",2023-11-06 06:00:29
UK museums agree to collective action to tackle the climate crisis,https://www.theguardian.com/culture/2023/nov/06/uk-museums-agree-to-collective-action-to-tackle-the-climate-crisis,"<p>UK Museum Cop held at Tate Modern says the sector has a ‘responsibility to speak out about climate and biodiversity crisis’</p><p>National and regional museums across the UK have agreed to take collective action on the climate crisis, including managing collections more sustainably and using their position to engage audiences with the issues.</p><p>Representatives of museums, organisations in the sector and funders took part in the first UK Museum Cop at Tate Modern in London last week. Among those attending were museums and organisations from Birmingham, Manchester, Bristol, Brighton, Leeds, Derby, Liverpool, York, Sheffield and London, as well as national bodies from England, Wales and Scotland.</p> <a href=""https://www.theguardian.com/culture/2023/nov/06/uk-museums-agree-to-collective-action-to-tackle-the-climate-crisis"">Continue reading...</a>",2023-11-06 05:00:29
The insider: how Michael Lewis got a backstage pass for the fall of Sam Bankman-Fried – podcast,https://www.theguardian.com/news/audio/2023/nov/06/the-insider-how-michael-lewis-got-a-backstage-pass-for-the-fall-of-sam-bankman-fried-podcast,"<p>As author of The Big Short and Moneyball, Michael Lewis is perhaps the most celebrated journalist of his generation. His latest book delivers an astonishing portrait of the fallen crypto billionaire. But did he get too close?</p> <a href=""https://www.theguardian.com/news/audio/2023/nov/06/the-insider-how-michael-lewis-got-a-backstage-pass-for-the-fall-of-sam-bankman-fried-podcast"">Continue reading...</a>",2023-11-06 05:00:28
‘We all knew what we were getting into!’ Gross-out lesbian comedy Bottoms and its audacious director,https://www.theguardian.com/film/2023/nov/06/we-all-knew-what-we-were-getting-into-gross-out-lesbian-comedy-bottoms-and-its-unrepentant-director,"<p>Emma Seligman reveals how she made this outrageous romp about schoolgirls setting up a fight club in order to bed cheerleaders – and explains why a ‘really gay’ Marvel movie might be next</p><p>Bottoms is a high school movie stuffed with all the great high school movie tropes. There are nerds and jocks, slow clappings, grand gestures on the football field, graffitied lockers and a sad montage that unfolds to the sound of Avril Lavigne’s Complicated. But its leads are PJ and Josie, the “ugly, untalented gays” who set up an after-school fight club with the sole aim of having sex with the cheerleaders. Girls punch each other in the face, teachers read porn magazines in class, everyone pretends to be “empowered” – and, somehow, it still manages to be a feelgood delight. Thrillingly, it may be the least earnest film I have seen in years.</p><p>Its director, 28-year-old Emma Seligman, is in London, explaining how a comedy about amoral, horny teen lesbians gets made. Not easily, and not quickly, it turns out. She and her co-writer Rachel Sennott – who plays PJ and who also starred in Seligman’s debut, Shiva Baby – started working on the idea six years ago. It was rejected by “every studio bar one that was semi-interested”, until Orion Pictures finally gave it the go-ahead. “We were certainly aware that we were not making something that was incredibly palatable, but Orion just got it,” Seligman says. “I felt pretty encouraged to just go for it. If you signed on to do this movie – whether you were financing it, or you were one of the actors, or you were doing the sound edit – you knew what you were getting in to.”</p> <a href=""https://www.theguardian.com/film/2023/nov/06/we-all-knew-what-we-were-getting-into-gross-out-lesbian-comedy-bottoms-and-its-unrepentant-director"">Continue reading...</a>",2023-11-06 05:00:28
